Account	the	and	for	you	this	with	your	that	are	from	our	all	now	new	amp	out	more	can	get	have	what	one	here	her	has	their	world	was	will	about	but	time	his	just	they	see	who	how	best	she	today	day	love	first	like	year	these	when	not	some	only	after	make	season	tonight	team	via	there	back	thank	don	know	into	watch	off	happy	years	its	home	them	most	been	over	recipe	holiday	two	good	live	check	family	great	tickets	week	last	help	streaming	take	right	than	life	black	theaters	learn	game	let	join	find	special	people	stream	next	night	around	big	tour	ever	favorite	through	way	meet	which	full	november	got	christmas	want	look	oreo	every	amazing	very	ready	women	need	had	other	final	disney	old	image	episode	show	bub	also	well	studios	never	traworlds	win	pts	miss	thanksgiving	earth	marvel	dog	experience	down	made	where	ocean	fallontonight	moon	many	little	long	top	animals	why	everyone	thanks	going	always	gbbo	strangeworld	tomorrow	pet	would	before	celebrate	friday	looking	mission	him	city	man	come	read	perfect	panther	work	much	being	may	were	say	nfl	could	usa	free	any	story	visit	follow	space	hubble	movie	wakandaforever	house	star	food	better	cup	even	men	double	book	support	history	cat	december	friends	did	fun	shows	too	light	weekend	national	together	things	part	please	available	video	think	event	playing	news	series	cookies	while	animal	coming	said	baby	still	because	friend	zoo	halloween	making	during	wednesday	spacecraft	pop	cookie	another	dogs	virginia	state	play	travel	nasa	birthday	give	disneyplus	artemis	hope	stars	second	gymnastics	trampoline	share	sale	blackadam	should	excited	proud	water	young	sea	enjoy	days	art	ast	oct	reb	climate	trip	set	place	netflix	gift	million	hours	vsp	catch	three	red	between	latest	again	below	wait	same	month	galaxy	care	getting	change	something	against	sweet	monday	wildlife	incredible	pets	saturday	october	stay	explore	sunday	round	tarts	south	photo	guys	journey	country	list	hear	says	own	four	sure	past	youthsports	petfinder	american	along	those	keep	small	really	music	app	lead	stories	york	link	forever	watching	nba	stop	each	then	medal	tribe	everything	premieres	near	system	away	dinner	doing	lecheminduroi	gotribe	across	moments	view	tune	fans	congrats	twitter	episodes	grumpy	moment	treat	premiere	fox	comes	solar	left	data	without	party	different	tell	until	beautiful	won	does	since	chance	adventure	thing	gold	bake	tumbling	behind	students	future	high	planet	hot	needs	soon	download	nov	album	hotel	bransoncognac	wonderreturns	finals	america	adorable	cubs	wild	lot	makes	welcome	views	call	loves	original	gets	bring	seen	record	president	must	start	recipes	fall	starts	green	cruise	champion	hard	film	use	community	others	move	takes	close	head	title	summer	cast	kids	holidays	glg	both	cheetah	park	lights	few	gas	boo	texas	keepers	song	adopt	sofia	lol	brown	wants	mini	found	including	end	listen	try	match	easy	cbs	known	winter	white	service	click	impact	tweet	ice	launch	might	cream	score	games	cake	mom	images	scientists	school	camp	starting	details	tuesday	football	lil	real	save	looks	called	police	group	ahead	eyes	taking
onedirection	64	26	13	53	15	12	16	8	8	9	11	10	9	3	0	7	4	6	5	7	15	14	5	4	3	0	3	1	1	3	3	6	0	2	3	7	6	8	5	0	7	3	2	4	5	3	0	3	0	3	5	0	4	0	1	1	1	2	2	2	2	5	0	3	0	5	3	0	3	1	0	6	1	0	0	1	1	5	3	4	2	0	5	3	0	1	4	3	2	2	0	0	0	1	2	0	1	1	0	1	1	4	2	0	3	4	0	1	0	0	1	0	0	3	1	2	1	0	1	3	0	2	0	0	0	1	0	0	0	0	0	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	4	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	1	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	4	0	0	2	3	2	1	0	2	3	0	1	0	0	1	0	6	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	2	0	3	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RealGrumpyCat	25	8	9	6	4	2	5	1	7	9	0	2	8	4	3	4	2	0	8	6	0	2	4	2	3	0	2	2	2	0	0	4	0	2	0	0	1	0	0	0	2	7	0	1	1	1	0	0	1	1	1	1	2	0	1	0	0	0	0	1	1	0	0	1	2	0	2	0	0	0	0	4	0	0	0	0	1	3	1	0	0	0	0	1	2	2	3	0	2	2	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	11	0	0	1	0	0	0	1	0	7	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	2	1	0	0	0	0	2	4	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	38	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IAMLILBUB	36	32	19	13	13	4	10	9	4	8	11	9	4	12	1	3	3	5	5	2	0	5	3	12	2	2	4	8	6	3	3	5	0	4	2	0	0	3	3	4	7	6	1	1	1	8	0	3	1	2	3	2	4	0	3	0	2	1	2	1	1	1	0	0	14	2	5	0	1	0	2	2	3	0	2	1	1	1	2	2	0	1	1	14	5	0	0	0	3	2	1	0	0	5	0	0	0	9	1	0	0	0	0	9	0	3	2	3	0	3	1	2	0	1	2	0	1	0	6	6	2	0	0	1	2	1	3	0	0	0	0	0	104	0	0	0	0	0	6	0	3	0	3	0	0	0	0	0	0	0	0	0	1	2	1	0	2	1	1	2	0	1	0	0	1	0	2	4	0	2	0	0	0	0	0	2	1	3	0	0	1	0	2	0	1	0	1	0	10	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	6	3	1	5	0	3	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	2	5	0	0	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	4	0	0	1	0	1	0	0	0	16	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	3	0	0	2	0	1	0	1	0	0	0	2	0	1	0	0	1	0	0	6	0	1	10	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	3	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	24	0	0	0	0	0	0	0	0	0
PetCollectiveTV	58	17	10	30	19	8	28	6	3	0	6	8	3	10	1	15	3	3	4	5	4	1	5	8	3	4	2	1	2	3	0	6	1	3	3	6	1	2	4	1	2	4	0	1	8	4	4	13	4	1	0	2	1	0	0	0	44	2	0	0	1	0	2	6	1	5	1	1	2	0	5	4	0	0	1	0	2	2	11	4	0	1	2	0	1	0	0	3	0	1	0	0	2	0	2	0	3	0	2	0	3	0	1	0	0	0	2	1	1	3	0	2	0	0	3	7	0	0	0	9	0	0	0	1	0	1	1	0	1	0	6	4	0	0	0	0	1	0	0	0	0	8	0	0	1	0	4	3	1	0	0	0	0	0	1	0	0	1	0	1	1	3	0	0	0	6	3	1	2	0	4	0	0	0	0	2	0	1	0	2	1	1	0	3	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	2	1	7	0	2	1	2	0	2	0	3	0	0	1	0	0	0	0	2	0	0	1	0	0	0	3	1	1	1	0	0	4	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PEOPLEPets	29	8	7	3	25	2	2	3	2	0	0	2	0	6	0	1	2	4	2	1	4	3	0	0	4	4	0	1	0	1	0	5	2	4	2	1	0	1	6	3	0	2	2	0	3	1	5	1	4	3	1	2	0	0	0	0	0	1	1	0	2	1	0	0	0	3	0	4	4	0	1	0	1	0	0	0	1	1	0	3	0	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	0	1	0	1	0	1	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
petfinder	52	50	48	41	22	20	34	5	26	3	5	2	3	25	6	7	1	8	2	7	5	7	5	20	2	9	1	0	1	4	7	1	6	7	2	4	5	8	20	8	35	4	10	2	31	2	4	2	1	3	1	0	0	0	0	1	12	0	0	0	1	2	2	1	1	3	1	0	26	2	2	2	1	0	1	0	5	0	6	1	2	0	0	1	8	0	0	8	2	2	1	0	0	0	3	2	26	5	2	0	1	1	1	4	0	1	2	1	2	38	0	2	0	2	0	2	3	0	0	0	0	19	0	3	0	10	0	0	1	0	0	1	0	1	5	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	5	2	1	1	1	1	1	1	1	0	0	0	13	3	1	4	0	28	0	9	0	0	1	0	7	0	1	1	1	0	0	2	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	1	1	0	0	2	0	0	1	0	2	0	2	1	0	1	0	1	0	0	0	1	2	0	0	0	3	0	19	0	0	0	1	0	0	0	0	9	10	0	0	0	0	0	0	5	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	1	0	0	8	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	46	0	0	2	0	0	0	0	2	0	0	0	0	13	1	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	2	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	24	0	0	0	3	0	1	0	1	0	0	10	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	2	2
NFL	41	10	18	5	6	4	4	2	4	2	0	3	0	0	0	0	2	2	2	1	0	4	2	0	1	2	0	1	6	0	0	0	7	0	0	4	7	0	1	0	5	2	0	2	0	1	1	1	2	0	0	0	0	3	0	3	5	1	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	4	4	0	0	2	0	1	0	0	0	1	2	1	0	0	0	0	66	1	1	0	2	0	1	0	0	0	2	4	0	0	3	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	5	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0
NBA	155	19	30	1	3	13	1	1	3	4	0	6	4	0	2	4	16	0	2	2	6	5	0	0	4	1	0	7	0	1	0	5	6	0	6	0	0	0	3	0	1	0	0	2	0	0	0	0	0	1	0	7	0	10	11	1	0	0	0	0	0	0	1	7	8	0	0	0	5	0	1	0	0	0	0	2	1	7	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	1	0	1	2	1	0	0	0	0	0	4	0	0	10	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	9	82	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	46	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	21	0	0	0	0	0	38	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	16	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KingJames	34	19	14	9	12	4	1	25	2	0	5	13	5	0	2	2	2	5	3	2	6	2	1	0	0	1	0	9	2	2	8	0	1	5	0	0	4	1	1	0	2	1	5	0	3	3	2	5	5	1	0	0	0	0	0	4	0	4	4	0	6	3	1	2	2	0	0	1	1	2	0	1	0	0	0	0	4	3	0	2	2	0	0	1	1	0	2	2	0	1	1	0	1	7	6	0	0	1	2	0	0	1	0	0	0	2	0	1	3	0	0	0	0	2	0	0	0	0	1	0	1	0	0	2	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	2	0	2	3	0	0	0	1	0	1	1	0	0	0	0	2	0	5	1	2	0	0	2	0	2	0	0	4	2	1	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	1	0	4	0	1	0	0	0	0	1	2	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
KDTrey5	29	10	8	5	14	3	6	16	2	2	2	6	2	1	0	3	1	1	3	4	4	1	1	0	2	0	0	4	2	3	6	1	0	4	0	2	3	0	1	0	3	1	8	0	4	1	0	4	3	2	0	1	2	3	0	0	0	4	3	3	4	4	0	0	0	0	2	0	0	1	0	0	1	0	0	0	7	0	0	2	1	0	1	1	0	0	1	1	0	0	0	0	0	4	3	0	0	3	3	0	1	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	1	0	1	0	6	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	2	1	0	0	1	0	0	0	5	0	0	0	0	0	2	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	2	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	1	0
StephenCurry30	99	26	38	26	18	9	8	11	12	11	17	28	8	7	2	11	7	6	5	6	10	3	11	3	1	4	1	3	1	3	4	7	1	3	5	13	4	2	7	0	1	9	10	5	5	4	4	3	4	5	3	0	12	3	2	1	0	2	7	5	2	2	1	2	2	1	0	1	3	5	2	2	2	0	1	2	11	1	1	1	4	0	2	4	1	0	2	3	2	0	6	0	0	6	7	4	0	6	3	0	4	5	0	2	9	3	0	3	2	0	0	1	0	5	0	0	2	0	1	9	0	1	1	1	7	2	0	0	1	0	1	2	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0	1	1	1	0	0	0	2	4	4	5	0	0	2	0	1	2	1	2	0	5	0	3	0	3	1	1	0	2	1	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	3	2	0	6	2	0	0	0	3	0	1	0	2	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	8	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	1	1	1	0	1	0	0	4	0	0	0	3	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	4	0	0	1	2	0	0	0	5	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	4	0	0	0	0	0	0	0	2	0	0	1	0	0	3
Money23Green	78	21	12	14	14	7	1	13	6	3	1	8	2	7	0	5	1	6	2	2	7	7	2	0	2	0	1	13	2	2	5	2	2	7	12	2	3	2	4	0	5	2	0	0	7	1	5	1	10	1	1	1	2	1	1	1	0	4	2	1	4	2	2	4	1	1	0	0	1	2	0	3	2	0	0	0	2	1	1	0	1	0	2	3	1	0	1	4	2	0	2	0	2	11	2	0	0	0	1	0	3	2	0	2	0	1	0	0	2	0	1	1	0	4	1	1	2	0	3	1	6	1	0	2	3	1	0	0	2	0	0	4	0	1	2	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	5	1	0	5	1	0	0	0	0	1	1	0	0	1	0	2	0	2	1	0	0	0	1	1	2	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	2	2	0	0	3	0	0	1	1	0	0	0	2	1	0	0	0	3	0	0	0	1	0	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	1	0	0	0	0	1
